index,sameArtist
0,0.773384933472
1,0.518951683044
2,0.27955997467
3,0.503103485107
4,0.422401809692
5,0.161938438416
6,0.685237121582
7,0.538807754517
8,0.430219573975
9,0.324202651978
10,0.284171924591
11,0.37729511261
12,0.198619689941
13,0.420492897034
14,0.404848670959
15,0.601787071228
16,0.38862323761
17,0.232592658997
18,0.366024894714
19,0.572097511292
20,0.685151596069
21,0.46421913147
22,0.213376255035
23,0.126689548492
24,0.79725440979
25,0.7037084198
26,0.551282958984
27,0.370700531006
28,0.340478439331
29,0.285212421417
30,0.428789176941
31,0.549443016052
32,0.341752471924
33,0.368992958069
34,0.151328172684
35,0.586524620056
36,0.593781318665
37,0.603502845764
38,0.606377983093
39,0.336803398132
40,0.400122795105
41,0.434648094177
42,0.23949338913
43,0.338496780396
44,0.290328826904
45,0.152793169022
46,0.341287574768
47,0.580284461975
48,0.641404418945
49,0.633801841736
50,0.950337600708
51,0.26355714798
52,0.23668056488
53,0.201658363342
54,0.134610090256
55,0.345899353027
56,0.469527282715
57,0.531276550293
58,0.61327922821
59,0.587473335266
60,0.358444824219
61,0.423456687927
62,0.401722259521
63,0.308360805511
64,0.989805679321
65,0.453838920593
66,0.412101516724
67,0.542752304077
68,0.365923728943
69,0.393737335205
70,0.91295753479
71,0.457655258179
72,0.543575592041
73,0.361715240479
74,0.337242660522
75,0.359432373047
76,0.562805099487
77,0.307548389435
78,0.419173469543
79,0.492538948059
80,0.284345226288
81,0.647910308838
82,0.25725069046
83,0.629296798706
84,0.480636138916
85,0.570205802917
86,0.541875953674
87,0.573200912476
88,0.742279510498
89,0.163384037018
90,0.476920089722
91,0.300222587585
92,0.460481414795
93,0.509291648865
94,0.664620361328
95,0.382735290527
96,0.248985176086
97,0.361516647339
98,0.363040122986
99,0.273575839996
100,0.295776004791
101,0.323005867004
102,0.495078773499
103,0.316977405548
104,0.315920581818
105,0.17796289444
106,0.354362220764
107,0.370155067444
108,0.573934783936
109,0.259283866882
110,0.167727870941
111,0.224749088287
112,0.309090023041
113,0.337057723999
114,0.352898597717
115,0.288265132904
116,0.211872272491
117,0.392637214661
118,0.278653182983
119,0.371031951904
120,0.718627319336
121,0.302945194244
122,0.45706993103
123,0.204901618958
